"","species_name","range_size","aoo","sexual_system"
"661","Acacia rigens",170,432500,NA
"662","Acacia rigescens",1,2500,NA
"663","Acacia rivalis",16,32500,NA
"664","Acacia robiniae",NA,NA,NA
"665","Acacia rossei",3,7500,NA
"666","Acacia rostellifera",25,75000,NA
"667","Acacia rothii",7,15000,NA
"668","Acacia roycei",2,5000,NA
"669","Acacia rubida",112,255000,NA
"670","Acacia rupicola",53,142500,NA
"671","Acacia ruppii",4,12500,NA
"672","Acacia ryaniana",NA,NA,NA
"673","Acacia sabulosa",NA,NA,NA
"674","Acacia saliciformis",19,40000,NA
"675","Acacia salicina",407,1035000,NA
"676","Acacia saligna",569,1485000,"hermaphroditism"
"677","Acacia saxatilis",NA,NA,NA
"678","Acacia schinoides",24,55000,NA
"679","Acacia scirpifolia",2,7500,NA
"680","Acacia sclerophylla",25,65000,NA
"681","Acacia sclerosperma",21,57500,NA
"682","Acacia scopulorum",11,17500,NA
"683","Acacia sedifolia",1,2500,NA
"684","Acacia semicircinalis",1,2500,NA
"685","Acacia semilunata",11,22500,NA
"686","Acacia semirigida",7,15000,NA
"687","Acacia semitrullata",4,7500,NA
"688","Acacia sericata",NA,NA,NA
"689","Acacia sericocarpa",3,7500,NA
"690","Acacia sericoflora",12,22500,NA
"691","Acacia sericophylla",116,282500,NA
"692","Acacia sertiformis",25,57500,NA
"693","Acacia sessilis",11,22500,NA
"694","Acacia sessilispica",2,5000,NA
"695","Acacia setulifera",4,10000,NA
"696","Acacia shirleyi",135,325000,NA
"697","Acacia shuttleworthii",1,2500,NA
"698","Acacia sibilans",NA,NA,NA
"699","Acacia sibina",10,17500,NA
"700","Acacia siculiformis",56,112500,NA
"701","Acacia signata",8,20000,NA
"702","Acacia silvestris",19,45000,NA
"703","Acacia simplex",25,65000,NA
"704","Acacia simsii",58,135000,NA
"705","Acacia simulans",NA,NA,NA
"706","Acacia sparsiflora",27,62500,NA
"707","Acacia spathulifolia",16,35000,NA
"708","Acacia speckii",NA,NA,NA
"709","Acacia spectabilis",70,175000,NA
"710","Acacia sphacelata",11,22500,NA
"711","Acacia spinescens",97,245000,NA
"712","Acacia spinosissima",2,5000,NA
"713","Acacia spirorbis",15,37500,NA
"714","Acacia spondylophylla",31,75000,NA
"715","Acacia spongolitica",1,2500,NA
"716","Acacia stanleyi",NA,NA,NA
"717","Acacia startii",NA,NA,NA
"718","Acacia steedmanii",4,10000,NA
"719","Acacia stellaticeps",5,12500,NA
"720","Acacia stenophylla",283,752500,NA
"721","Acacia stenoptera",39,92500,NA
"722","Acacia stereophylla",7,17500,NA
"723","Acacia stigmatophylla",9,17500,NA
"724","Acacia stipuligera",72,172500,NA
"725","Acacia storyi",2,2500,NA
"726","Acacia striatifolia",4,10000,NA
"727","Acacia stricta",135,390000,NA
"728","Acacia strongylophylla",19,37500,NA
"729","Acacia suaveolens",170,412500,NA
"730","Acacia subcaerulea",13,30000,NA
"731","Acacia subflexuosa",NA,NA,NA
"732","Acacia sublanata",33,85000,NA
"733","Acacia subporosa",9,15000,NA
"734","Acacia subracemosa",1,2500,NA
"735","Acacia subrigida",NA,NA,NA
"736","Acacia subsessilis",NA,NA,NA
"737","Acacia subternata",27,70000,NA
"738","Acacia subtessarogona",1,2500,NA
"739","Acacia subulata",17,37500,NA
"740","Acacia sulcata",7,17500,NA
"741","Acacia sulcaticaulis",NA,NA,NA
"742","Acacia synchronicia",15,37500,NA
"743","Acacia tarculensis",12,20000,NA
"744","Acacia telmica",NA,NA,NA
"745","Acacia tenuinervis",5,10000,NA
"746","Acacia tenuispica",NA,NA,NA
"747","Acacia tenuissima",72,175000,NA
"748","Acacia tephrina",9,22500,NA
"749","Acacia teretifolia",7,10000,NA
"750","Acacia terminalis",127,325000,NA
"751","Acacia tessellata",11,25000,NA
"752","Acacia tetanophylla",1,2500,NA
"753","Acacia tetragonophylla",493,1235000,NA
"754","Acacia thomsonii",15,35000,NA
"755","Acacia tindaleae",63,145000,NA
"756","Acacia torticarpa",1,2500,NA
"757","Acacia torulosa",125,280000,NA
"758","Acacia trachycarpa",5,10000,NA
"759","Acacia trachyphloia",10,17500,NA
"760","Acacia translucens",36,82500,NA
"761","Acacia trigonophylla",4,7500,NA
"762","Acacia trinalis",NA,NA,NA
"763","Acacia trinervata",18,42500,NA
"764","Acacia trineura",29,62500,NA
"765","Acacia triptera",60,137500,NA
"766","Acacia triptycha",4,10000,NA
"767","Acacia triquetra",27,65000,NA
"768","Acacia tropica",11,22500,NA
"769","Acacia truncata",11,22500,NA
"770","Acacia tumida",74,177500,NA
"771","Acacia tysonii",2,5000,NA
"772","Acacia ulicifolia",239,617500,NA
"773","Acacia ulicina",6,15000,NA
"774","Acacia uliginosa",4,7500,NA
"775","Acacia umbellata",57,135000,NA
"776","Acacia umbraculiformis",8,17500,NA
"777","Acacia uncifera",2,5000,NA
"778","Acacia uncinata",50,115000,NA
"779","Acacia uncinella",7,17500,NA
"780","Acacia undoolyana",3,5000,NA
"781","Acacia unguicula",NA,NA,NA
"782","Acacia urophylla",18,40000,NA
"783","Acacia validinervia",11,27500,NA
"784","Acacia venulosa",46,105000,NA
"785","Acacia verniciflua",138,325000,NA
"786","Acacia veronica",NA,NA,NA
"787","Acacia verricula",3,7500,NA
"788","Acacia verticillata",168,445000,NA
"789","Acacia vestita",47,110000,NA
"790","Acacia victoriae",367,952500,NA
"791","Acacia vincentii",NA,NA,NA
"792","Acacia viscidula",40,97500,NA
"793","Acacia vittata",NA,NA,NA
"794","Acacia volubilis",2,5000,NA
"795","Acacia wanyu",1,2500,NA
"796","Acacia wardellii",3,5000,NA
"797","Acacia wattsiana",11,22500,NA
"798","Acacia websteri",NA,NA,NA
"799","Acacia whitei",3,10000,NA
"800","Acacia wickhamii",29,62500,NA
"801","Acacia wilhelmiana",78,195000,NA
"802","Acacia willdenowiana",14,32500,NA
"803","Acacia williamsonii",12,30000,NA
"804","Acacia wiseana",4,10000,NA
"805","Acacia woodmaniorum",NA,NA,NA
"806","Acacia xanthina",7,15000,NA
"807","Acacia xiphophylla",8,20000,NA
"808","Acacia yirrkallensis",28,67500,NA
"809","Acacia yorkrakinensis",1,2500,NA
"810","Acaciella angustissima",249,635000,NA
"811","Acaciella bicolor",NA,NA,NA
"812","Acaciella chamelensis",NA,NA,NA
"813","Acaciella glauca",20,40000,"hermaphroditism"
"814","Acaciella goldmanii",12,22500,NA
"815","Acaciella hartwegii",1,2500,NA
"816","Acaciella painteri",1,2500,NA
"817","Acaciella rosei",2,5000,NA
"818","Acaciella tequilana",2,5000,NA
"819","Acaciella villosa",4,12500,NA
"820","Acaena anserinifolia",190,502500,"hermaphroditism"
"821","Acaena argentea",13,30000,NA
"822","Acaena caesiiglauca",50,135000,NA
"823","Acaena caespitosa",7,15000,NA
"824","Acaena elongata",66,155000,"hermaphroditism"
"825","Acaena eupatoria",4,10000,NA
"826","Acaena integerrima",8,17500,NA
"827","Acaena leptacantha",6,15000,NA
"828","Acaena lucida",4,12500,NA
"829","Acaena macrocephala",7,15000,NA
"830","Acaena magellanica",85,220000,"hermaphroditism"
"831","Acaena masafuerana",1,2500,NA
"832","Acaena microphylla",42,102500,NA
"833","Acaena myriophylla",8,20000,NA
"834","Acaena novae-zelandiae",519,1432500,"hermaphroditism"
"835","Acaena ovalifolia",120,315000,NA
"836","Acaena ovina",231,602500,NA
"837","Acaena pinnatifida",65,162500,"hermaphroditism"
"838","Acaena poeppigiana",3,7500,NA
"839","Acaena pumila",6,15000,NA
"840","Acaena sericea",4,7500,NA
"841","Acaena splendens",20,50000,NA
"842","Acaena trifida",1,2500,"hermaphroditism"
"843","Acalypha alopecuroidea",64,150000,NA
"844","Acalypha australis",355,915000,"monoecy"
"845","Acalypha californica",52,127500,"monoecy"
"846","Acalypha diversifolia",86,217500,"monoecy"
"847","Acalypha glabrata",26,55000,"monoecy"
"848","Acalypha herzogiana",45,117500,"monoecy"
"849","Acalypha hispida",318,770000,"dioecy"
"850","Acalypha insulana",1,2500,NA
"851","Acalypha macrostachya",68,162500,"monoecy"
"852","Acalypha mortoniana",1,2500,"monoecy"
"853","Acalypha platyphylla",7,17500,NA
"854","Acalypha rhomboidea",453,1215000,NA
"855","Acalypha schiedeana",8,20000,"monoecy"
"856","Acalypha wilkesiana",NA,NA,"monoecy"
"857","Acanthella sprucei",16,35000,NA
"858","Acanthochlamys bracteata",1,2500,"hermaphroditism"
"859","Acanthogilia gloriosa",5,15000,"hermaphroditism"
"860","Acanthophoenix crinita",4,5000,NA
"861","Acanthophoenix rousselii",2,2500,NA
"862","Acanthophoenix rubra",6,15000,NA
"863","Acanthorrhinum ramosissimum",16,40000,NA
"864","Acanthothamnus aphyllus",9,20000,NA
"865","Acaulimalva alismatifolia",NA,NA,NA
"866","Acaulimalva dryadifolia",NA,NA,NA
"867","Acca lanuginosa",NA,NA,NA
"868","Acca macrostema",1,2500,NA
"869","Accara elegans",1,2500,NA
"870","Acer acuminatum",9,20000,"dioecy"
"871","Acer argutum",18,45000,"dioecy"
"872","Acer barbinerve",53,150000,"dioecy"
"873","Acer buergerianum",108,275000,"monoecy"
"874","Acer caesium",12,27500,"monoecy"
"875","Acer calcaratum",2,5000,"monoecy"
"876","Acer campbellii",14,32500,"monoecy"
"877","Acer campestre",1880,6020000,"monoecy"
"878","Acer carpinifolium",65,157500,NA
"879","Acer caudatifolium",14,45000,"monoecy"
"880","Acer caudatum",20,50000,"monoecy"
"881","Acer circinatum",154,455000,"monoecy"
"882","Acer cissifolium",35,90000,"dioecy"
"883","Acer cordatum",4,10000,"monoecy"
"884","Acer crataegifolium",73,2e+05,NA
"885","Acer davidii",56,137500,"monoecy"
"886","Acer diabolicum",23,52500,"dioecy"
"887","Acer distylum",38,90000,"monoecy"
"888","Acer elegantulum",4,10000,NA
"889","Acer erianthum",4,10000,"monoecy"
"890","Acer erythranthum",NA,NA,NA
"891","Acer fabri",8,20000,"monoecy"
"892","Acer glabrum",566,1672500,"monoecy"
"893","Acer griseum",46,112500,"monoecy"
"894","Acer henryi",5,12500,"dioecy"
"895","Acer japonicum",158,425000,"monoecy"
"896","Acer kweilinense",4,10000,NA
"897","Acer laevigatum",7,17500,"monoecy"
"898","Acer laurinum",4,10000,"dioecy"
"899","Acer macrophyllum",247,767500,NA
"900","Acer maximowiczianum",10,30000,NA
"901","Acer micranthum",73,190000,NA
"902","Acer monspessulanum",686,1935000,"monoecy"
"903","Acer morifolium",1,2500,NA
"904","Acer negundo",5073,15152500,"dioecy"
"905","Acer nipponicum",23,55000,"monoecy"
"906","Acer oblongum",43,105000,"monoecy"
"907","Acer opalus",444,1285000,"dioecy"
"908","Acer palmatum",567,1567500,NA
"909","Acer pauciflorum",1,2500,"monoecy"
"910","Acer pectinatum",8,20000,"dioecy"
"911","Acer pensylvanicum",509,1527500,NA
"912","Acer pentaphyllum",5,10000,"dioecy"
"913","Acer pictum",196,530000,"monoecy"
"914","Acer pilosum",NA,NA,"dioecy"
"915","Acer platanoides",3255,10720000,"monoecy"
"916","Acer pseudoplatanus",2213,7195000,"monoecy"
"917","Acer pseudosieboldianum",96,272500,"dioecy"
"918","Acer pycnanthum",5,12500,"dioecy"
"919","Acer robustum",2,5000,NA
"920","Acer rubrum",1624,4652500,"dioecy"
"921","Acer rufinerve",139,392500,NA
"922","Acer saccharinum",1770,5105000,NA
"923","Acer saccharum",1050,3045000,"monoecy"
"924","Acer sempervirens",31,80000,NA
"925","Acer shirasawanum",44,130000,NA
"926","Acer sieboldianum",97,255000,NA
"927","Acer sikkimense",9,20000,"dioecy"
"928","Acer spicatum",698,2027500,"monoecy"
"929","Acer stachyophyllum",18,40000,"dioecy"
"930","Acer sterculiaceum",12,30000,NA
"931","Acer tataricum",1515,4302500,"monoecy"
"932","Acer tegmentosum",111,310000,"monoecy"
"933","Acer tonkinense",NA,NA,"monoecy"
"934","Acer triflorum",34,82500,"dioecy"
"935","Acer truncatum",27,65000,"monoecy"
"936","Acer tschonoskii",33,82500,"monoecy"
"937","Acer ukurunduense",227,610000,NA
"938","Acer wardii",7,12500,"dioecy"
"939","Acer wilsonii",1,2500,NA
"940","Aceratium ferrugineum",3,5000,NA
"941","Aceratium oppositifolium",36,80000,NA
"942","Acharia tragodes",1,2500,NA
"943","Achudemia japonica",66,157500,NA
"944","Aciachne acicularis",6,12500,NA
"945","Aciachne flagellifera",1,2500,NA
"946","Aciachne pulvinata",10,22500,NA
"947","Acidocroton oligostemon",NA,NA,NA
"948","Acidocroton trichophyllus",NA,NA,NA
"949","Acidocroton verrucosus",NA,NA,NA
"950","Acidosasa chinensis",NA,NA,"hermaphroditism"
"951","Acidosasa edulis",NA,NA,"hermaphroditism"
"952","Acidosasa guangxiensis",NA,NA,"hermaphroditism"
"953","Acidosasa nanunica",NA,NA,"monoecy"
"954","Acidosasa notata",NA,NA,"monoecy"
"955","Acidosasa purpurea",NA,NA,"hermaphroditism"
"956","Acidoton urens",1,2500,NA
"957","Acioa edulis",1,2500,NA
"958","Acioa guianensis",4,7500,NA
"959","Acioa longipendula",NA,NA,NA
"960","Aciotis acuminifolia",14,32500,NA
"961","Aciotis annua",7,17500,NA
"962","Aciotis circaeifolia",2,5000,NA
"963","Aciotis indecora",21,47500,"hermaphroditism"
"964","Aciotis paludosa",NA,NA,NA
"965","Aciotis polystachya",4,7500,NA
"966","Aciotis purpurascens",42,102500,NA
"967","Aciotis rubricaulis",16,37500,NA
"968","Aciphylla aurea",50,120000,"dioecy"
"969","Aciphylla colensoi",29,60000,"dioecy"
"970","Aciphylla congesta",11,20000,NA
"971","Aciphylla crenulata",21,42500,"dioecy"
"972","Aciphylla dieffenbachii",7,15000,"dioecy"
"973","Aciphylla dissecta",5,12500,"dioecy"
"974","Aciphylla dobsonii",9,12500,"dioecy"
"975","Aciphylla hectorii",NA,NA,"dioecy"
"976","Aciphylla horrida",22,37500,"dioecy"
"977","Aciphylla kirkii",6,10000,"dioecy"
"978","Aciphylla lyallii",14,30000,"dioecy"
"979","Aciphylla monroi",31,75000,"dioecy"
"980","Aciphylla montana",16,32500,"dioecy"
"981","Aciphylla pinnatifida",11,22500,"dioecy"
"982","Aciphylla scott-thomsonii",36,77500,"dioecy"
"983","Aciphylla similis",27,57500,"dioecy"
"984","Aciphylla simplex",4,7500,"dioecy"
"985","Aciphylla simplicifolia",17,35000,"dioecy"
"986","Aciphylla squarrosa",31,82500,"dioecy"
"987","Aciphylla subflabellata",38,87500,"dioecy"
"988","Aciphylla traillii",3,5000,"dioecy"
"989","Aciphylla traversii",3,7500,"dioecy"
"990","Acisanthera alsinefolia",2,7500,NA
"991","Acisanthera ayangannae",NA,NA,NA
"992","Acisanthera paraguayensis",NA,NA,NA
"993","Acisanthera uniflora",20,45000,NA
"994","Acisanthera variabilis",NA,NA,NA
"995","Acmadenia latifolia",1,2500,NA
"996","Acmadenia nivenii",1,2500,NA
"997","Acmadenia rupicola",1,2500,NA
"998","Acmanthera latifolia",3,5000,NA
"999","Acmispon americanus",234,640000,NA
"1000","Acmispon argophyllus",31,82500,NA
"1001","Acmispon brachycarpus",77,205000,NA
"1002","Acmispon decumbens",45,97500,NA
"1003","Acmispon distichus",5,10000,NA
"1004","Acmispon glaber",82,205000,NA
"1005","Acmispon grandiflorus",38,85000,NA
"1006","Acmispon micranthus",27,57500,NA
"1007","Acmispon parviflorus",85,197500,NA
"1008","Acmispon prostratus",12,25000,NA
"1009","Acmispon subpinnatus",8,17500,NA
"1010","Acmispon tomentosus",35,87500,NA
"1011","Acoelorraphe wrightii",66,160000,NA
"1012","Acokanthera oblongifolia",24,62500,"hermaphroditism"
"1013","Acokanthera oppositifolia",55,145000,"hermaphroditism"
"1014","Acokanthera rotundata",10,20000,"hermaphroditism"
"1015","Acosmium diffusissimum",NA,NA,NA
"1016","Acrachne racemosa",31,72500,"hermaphroditism"
"1017","Acridocarpus adenophorus",2,5000,NA
"1018","Acridocarpus alopecurus",NA,NA,NA
"1019","Acridocarpus alternifolius",17,42500,NA
"1020","Acridocarpus austrocaledonicus",6,15000,NA
"1021","Acridocarpus ballyi",NA,NA,NA
"1022","Acridocarpus chevalieri",7,15000,NA
"1023","Acridocarpus excelsus",25,50000,NA
"1024","Acridocarpus longifolius",5,12500,NA
"1025","Acridocarpus macrocalyx",2,5000,NA
"1026","Acridocarpus natalitius",14,30000,"hermaphroditism"
"1027","Acridocarpus orientalis",3,5000,NA
"1028","Acridocarpus plagiopterus",6,15000,NA
"1029","Acridocarpus scheffleri",NA,NA,NA
"1030","Acridocarpus smeathmanii",29,67500,NA
"1031","Acridocarpus spectabilis",11,22500,NA
"1032","Acridocarpus staudtii",NA,NA,NA
"1033","Acridocarpus zanzibaricus",2,5000,NA
"1034","Acritochaete volkensii",NA,NA,NA
"1035","Acroceras excavatum",NA,NA,NA
"1036","Acroceras tonkinense",NA,NA,"hermaphroditism"
"1037","Acroceras zizanioides",75,180000,"hermaphroditism"
"1038","Acrocomia aculeata",292,725000,"monoecy"
"1039","Acrocomia crispa",5,12500,NA
"1040","Acrocomia emensis",NA,NA,NA
"1041","Acrocomia glaucescens",NA,NA,NA
"1042","Acrocomia hassleri",3,7500,NA
"1043","Acrocomia intumescens",11,32500,NA
"1044","Acrocomia totai",9,22500,"monoecy"
"1045","Acronema astrantiifolium",NA,NA,"hermaphroditism"
"1046","Acronema schneideri",NA,NA,"hermaphroditism"
"1047","Acronychia acidula",8,17500,NA
"1048","Acronychia acronychioides",4,10000,NA
"1049","Acronychia baeuerlenii",8,12500,NA
"1050","Acronychia crassipetala",2,5000,NA
"1051","Acronychia imperforata",45,102500,NA
"1052","Acronychia laevis",86,197500,NA
"1053","Acronychia oblongifolia",34,65000,NA
"1054","Acronychia pauciflora",27,65000,NA
"1055","Acronychia pedunculata",36,87500,"hermaphroditism"
"1056","Acronychia pubescens",28,47500,NA
"1057","Acronychia suberosa",9,17500,NA
"1058","Acronychia wilcoxiana",27,60000,NA
"1059","Acrophyllum australe",3,2500,NA
"1060","Acrothamnus hookeri",73,160000,NA
"1061","Acrothamnus maccraei",22,50000,NA
"1062","Acrothamnus spathaceus",5,7500,NA
"1063","Acrothamnus suaveolens",35,77500,NA
"1064","Acrotriche affinis",68,157500,"hermaphroditism"
"1065","Acrotriche divaricata",44,1e+05,NA
"1066","Acrotriche parviflora",2,5000,NA
"1067","Acrotriche rigida",29,62500,NA
"1068","Acrotriche serrulata",210,497500,"hermaphroditism"
"1069","Actephila lindleyi",2,5000,NA
"1070","Actinocheita filicina",12,22500,NA
"1071","Actinodium cunninghamii",14,30000,NA
"1072","Actinorhytis calapparia",3,7500,NA
"1073","Actinostemma lobatum",56,125000,NA
"1074","Actinostemma tenerum",73,175000,"monoecy"
"1075","Actinostemon amazonicus",NA,NA,NA
"1076","Actinostemon caribaeus",4,10000,NA
"1077","Actinostemon concolor",16,40000,NA
"1078","Acuston perenne",1,2500,NA
"1079","Adansonia digitata",740,1810000,"hermaphroditism"
"1080","Adansonia fony",19,40000,NA
"1081","Adansonia grandidieri",16,32500,NA
"1082","Adansonia gregorii",80,185000,NA
"1083","Adansonia madagascariensis",14,27500,"hermaphroditism"
"1084","Adansonia perrieri",4,5000,NA
"1085","Adansonia suarezensis",4,5000,NA
"1086","Adansonia za",31,72500,"hermaphroditism"
"1087","Adelia barbinervis",6,15000,"dioecy"
"1088","Adelia brandegeei",22,50000,NA
"1089","Adelia cinerea",NA,NA,NA
"1090","Adelia membranifolia",1,2500,NA
"1091","Adelia oaxacana",1,2500,NA
"1092","Adelia obovata",2,5000,NA
"1093","Adelia ricinella",17,35000,NA
"1094","Adelia triloba",11,25000,NA
"1095","Adelia vaseyi",12,25000,"dioecy"
"1096","Adelobotrys adscendens",25,60000,"hermaphroditism"
"1097","Adelobotrys barbatus",6,10000,NA
"1098","Adelobotrys boissierianus",NA,NA,NA
"1099","Adelobotrys macranthus",NA,NA,NA
"1100","Adelobotrys permixtus",NA,NA,NA
"1101","Adelobotrys praetextus",2,5000,NA
"1102","Adelobotrys scandens",6,15000,NA
"1103","Adelobotrys spruceanus",1,2500,NA
"1104","Adelobotrys subsessilis",2,5000,NA
"1105","Adelobotrys tessmannii",1,2500,NA
"1106","Adenandra fragrans",1,2500,NA
"1107","Adenandra uniflora",10,20000,NA
"1108","Adenanthera malayana",2,5000,NA
"1109","Adenanthera microsperma",3,7500,"hermaphroditism"
"1110","Adenanthera pavonina",201,490000,"hermaphroditism"
"1111","Adenaria floribunda",59,140000,"hermaphroditism"
"1112","Adenia cynanchifolia",NA,NA,NA
"1113","Adenia digitata",29,75000,"dioecy"
"1114","Adenia gummifera",33,87500,NA
"1115","Adenia heterophylla",36,87500,"dioecy"
"1116","Adenia isaloensis",2,5000,NA
"1117","Adenia keramanthus",NA,NA,NA
"1118","Adenia spinosa",9,20000,"dioecy"
"1119","Adenium obesum",346,857500,"hermaphroditism"
"1120","Adenoa cubensis",NA,NA,NA
"1121","Adenocalymma adenophorum",NA,NA,NA
"1122","Adenocalymma bracteatum",1,2500,NA
"1123","Adenocalymma bracteosum",7,17500,NA
"1124","Adenocalymma campicola",1,2500,NA
"1125","Adenocalymma cymbalum",2,2500,NA
"1126","Adenocalymma impressum",3,7500,"hermaphroditism"
"1127","Adenocalymma magnificum",1,2500,NA
"1128","Adenocalymma moringifolium",4,10000,NA
"1129","Adenocalymma salmoneum",1,5000,NA
"1130","Adenocalymma subincanum",1,2500,NA
"1131","Adenocarpus anagyrifolius",3,7500,NA
"1132","Adenocarpus artemisiifolius",NA,NA,NA
"1133","Adenocarpus bacquei",3,10000,NA
"1134","Adenocarpus cincinnatus",2,5000,NA
"1135","Adenocarpus complicatus",176,485000,"hermaphroditism"
"1136","Adenocarpus decorticans",27,67500,NA
"1137","Adenocarpus foliolosus",14,32500,NA
"1138","Adenocarpus mannii",2,5000,NA
"1139","Adenocarpus telonensis",76,177500,NA
"1140","Adenocarpus viscosus",6,10000,NA
"1141","Adenochlaena leucocephala",6,10000,NA
"1142","Adenocline acuta",11,25000,NA
"1143","Adenocline violifolia",5,12500,NA
"1144","Adenodolichos bequaertii",NA,NA,NA
"1145","Adenodolichos kaessneri",NA,NA,NA
"1146","Adenodolichos paniculatus",71,185000,NA
"1147","Adenodolichos punctatus",NA,NA,NA
"1148","Adenodolichos rhomboideus",1,2500,NA
"1149","Adenolobus garipensis",31,72500,NA
"1150","Adenopeltis serrata",14,27500,NA
"1151","Adenophaedra grandifolia",4,10000,NA
"1152","Adenopodia gymnantha",1,2500,NA
"1153","Adenopodia oaxacana",1,2500,NA
